Country,Gold,Silver,Bronze,Total
Afghanistan,0.0,0.0,0.20390532544378637,0.20390532544378637
Albania,0.0,0.0,0.24449704142011797,0.24449704142011797
Algeria,0.6759763313609461,0.40781065088757273,0.7697041420118342,1.8534911242603513
Argentina,0.9136094674556201,0.9106508875739645,1.8118343195266249,3.6360946745562117
Argentina,-0.03337278106508901,0.01834319526627226,0.029467455621301777,0.014437869822485183
Armenia,0.1923076923076925,1.2171597633136102,0.9436686390532536,2.3531360946745536
Australasia,-0.12615384615384606,-0.17207100591715907,-0.2121893491124247,-0.5104142011834334
Australia,13.029704142011838,14.328520710059138,16.752071005917117,44.11029585798815
Australia,0.20236686390532554,0.22461538461538444,0.16568047337278102,0.5926627218934915
Austria,0.6884023668639052,0.7641420118343198,1.4236686390532542,2.87621301775148
Austria,0.01834319526627226,0.01834319526627226,-0.03337278106508901,0.003313609467456402
Azerbaijan,0.9320710059171589,1.7588165680473367,3.319999999999993,6.010887573964482
Bahamas,0.7518343195266279,0.18071005917159777,0.4899408284023661,1.4224852071005927
Bahrain,0.4599999999999991,0.34934911242603484,0.12224852071005898,0.9315976331360929
Barbados,0.0,0.0,0.0874556213017752,0.0874556213017752
Belarus,1.2644970414201175,2.9310059171597587,3.9746745562130172,8.170177514792897
Belgium,0.7065088757396474,0.2811834319526696,1.9429585798816573,2.930650887573961
Belgium,0.0,0.058934911242603555,0.04781065088757397,0.10674556213017783
Bermuda,0.11644970414201161,0.0,0.05266272189349108,0.16911242603550303
Bohemia,0.0,-0.057514792899408196,-0.14934911242603555,-0.2068639053254433
Botswana,0.12224852071005898,0.22710059171597585,0.11644970414201161,0.46579881656804645
Brazil,3.6953846153846115,4.644852071005914,7.082958579881648,15.423195266272216
Brazil,0.0,0.0,0.058934911242603555,0.058934911242603555
British West Indies,0.0,0.0,0.058934911242603555,0.058934911242603555
Bulgaria,3.8885207100591686,5.508994082840218,5.843431952662712,15.240946745562127
Bulgaria,0.029467455621301777,0.08840236686390535,0.08840236686390535,0.2062721893491123
Burkina Faso,0.0,0.0,0.11644970414201161,0.11644970414201161
Burundi,0.08165680473372783,0.11065088757396424,0.0,0.1923076923076925
Cabo Verde,0.0,0.0,0.12224852071005898,0.12224852071005898
Cameroon,0.2797633136094664,0.04106508875739642,0.16911242603550303,0.4899408284023661
Canada,4.496213017751479,6.958934911242594,9.237988165680463,20.69313609467457
Canada,-0.022248520710058894,-0.026153846153845528,-0.10011834319526436,-0.14852071005917367
Ceylon,0.0,0.012071005917159816,0.0,0.012071005917159816
Chile,0.3087573964497041,0.357514792899408,0.22804733727810644,0.8943195266272177
China,30.3030769230769,22.183076923076953,19.44437869822491,71.9305325443786
Chinese Taipei,0.9784615384615378,0.9963313609467441,2.3415384615384625,4.316331360946734
Colombia,0.5242603550295861,1.67763313609467,1.6201183431952657,3.8220118343195253
Costa Rica,0.08165680473372783,0.07005917159763309,0.1749112426035504,0.3266272189349113
Croatia,1.724023668639056,1.5727810650887548,1.753491124260357,5.050295857988161
Cuba,6.744142011834313,5.542011834319524,7.939644970414207,20.225798816568044
Cyprus,0.0,0.22710059171597585,0.0,0.22710059171597585
Czech Republic,2.254556213017757,2.1907692307692272,2.837278106508869,7.282603550295846
Czechoslovakia,1.4420118343195267,1.0940828402366876,1.2202366863905336,3.7563313609467492
Czechoslovakia,0.07727810650887568,0.025562130177514852,0.06615384615384601,0.16899408284023565
Denmark,2.2320710059171596,2.145798816568048,3.52295857988166,7.900828402366862
Denmark,0.058934911242603555,0.032781065088757444,-0.0039053254437861895,0.087810650887576
Djibouti,0.0,0.0,0.07005917159763309,0.07005917159763309
Dominica,0.12224852071005898,0.0,0.0,0.12224852071005898
Dominican Republic,0.4194082840236675,0.5532544378698212,0.6523076923076907,1.6249704142011865
East Germany,8.753254437869813,7.379171597633132,7.239053254437863,23.371479289940794
Ecuador,0.4368047337278096,0.4599999999999991,0.24449704142011797,1.1413017751479266
Egypt,0.3115976331360947,0.7126627218934907,1.5050887573964467,2.5293491124260328
Egypt,0.0,0.029467455621301777,0.029467455621301777,0.058934911242603555
Eritrea,0.0,0.0,0.09325443786982257,0.09325443786982257
Estonia,0.283076923076923,0.18982248520710066,0.6285207100591714,1.1014201183431953
Ethiopia,2.028875739644974,1.5205917159763302,2.0926627218934897,5.642130177514787
Ethiopia,0.029467455621301777,0.0,0.0,0.029467455621301777
FR Yugoslavia,0.16911242603550303,0.16911242603550303,0.2507692307692304,0.5889940828402356
Fiji,0.22710059171597585,0.12224852071005898,0.11644970414201161,0.46579881656804645
Finland,0.37597633136095965,0.4360946745562302,1.4119526627219017,2.2240236686390347
Finland,-0.026153846153845528,-0.05952662721893276,-0.04508875739644935,-0.13076923076923208
Formosa,0.0,0.029467455621301777,0.0,0.029467455621301777
France,8.934201183431952,10.345798816568042,12.959408284023667,32.23940828402368
France,-0.1223668639053237,0.003313609467456402,0.043905325443788,-0.07514792899408107
Gabon,0.0,0.10485207100591687,0.0,0.10485207100591687
Georgia,1.4094674556213036,1.6539644970414216,1.8820118343195276,4.945443786982253
Germany,12.209704142011816,11.547692307692301,14.552544378698201,38.309940828402375
Germany,-0.05562130177514746,-0.13349112426035603,-0.07786982248520857,-0.26698224852071206
Ghana,0.0,0.0,0.27443786982248586,0.27443786982248586
Ghana,0.0,0.029467455621301777,0.0,0.029467455621301777
Great Britain,11.60828402366863,12.128875739644968,14.894911242603527,38.63207100591714
Great Britain,0.003313609467456402,0.09893491124260478,0.2979881656804739,0.4002366863905351
Greece,1.4082840236686387,0.8104142011834341,0.9906508875739668,3.2093491124260396
Greece,0.029467455621301777,0.0,0.0,0.029467455621301777
Grenada,0.10485207100591687,0.11065088757396424,0.3609467455621296,0.5764497041420107
Guatemala,0.12224852071005898,0.10485207100591687,0.12224852071005898,0.34934911242603484
Guyana,0.0,0.0,0.058461538461538454,0.058461538461538454
Haiti,0.0,-0.01692307692307682,-0.022721893491123968,-0.039644970414200564
Hong Kong,0.44260355029585696,0.32615384615384535,0.6986982248520697,1.4674556213017738
Hungary,8.647692307692296,7.597396449704135,8.019053254437864,24.26414201183431
Hungary,0.11005917159763356,0.1801183431952671,0.15065088757396605,0.44082840236686494
Iceland,0.0,0.12272189349112406,0.1517159763313609,0.27443786982248586
Independent Olympic Athletes,0.11065088757396424,0.0,0.11065088757396424,0.22130177514792848
Independent Olympic Participants,0.0,0.07585798816568046,0.1517159763313609,0.22757396449704137
India,0.3405917159763314,0.6537278106508868,2.0801183431952666,3.074437869822475
India,-0.011124260355029447,0.029467455621301777,0.0,0.01834319526627226
Indonesia,0.9847337278106494,1.3055621301775098,1.5732544378698208,3.8635502958579906
Iran,2.5410650887573993,2.3037869822485177,2.1128994082840222,6.957751479289925
Iran,0.0,0.029467455621301777,0.08840236686390535,0.11786982248520711
Iraq,0.0,0.0,0.029467455621301777,0.029467455621301777
Ireland,1.1543195266272193,0.7527810650887563,1.463550295857985,3.370650887573966
Ireland,-0.022248520710058894,0.0,0.0,-0.022248520710058894
Israel,0.44840236686390433,0.6871005917159749,1.0137278106508845,2.149230769230769
Italy,10.662485207100588,10.57668639053253,13.421775147928997,34.660946745562114
Italy,0.24958579881656817,0.16118343195266505,0.24958579881656817,0.6603550295858014
Ivory Coast,0.11065088757396424,0.06426035502958571,0.34934911242603484,0.5242603550295861
Jamaica,2.5352662721893395,3.2020118343195207,2.58792899408283,8.325207100591683
Japan,14.013017751479282,10.989230769230772,14.188875739644942,39.19112426035497
Japan,0.040000000000000924,0.1284023668639076,0.16177514792899395,0.3301775147929007
Jordan,0.11065088757396424,0.2386982248520706,0.11644970414201161,0.46579881656804645
Kazakhstan,1.456804733727811,2.4763313609467446,4.036568047337283,7.969704142011835
Kenya,3.5557396449704157,3.900236686390542,3.6146745562130036,11.070650887573947
Kosovo,0.34355029585798746,0.12224852071005898,0.12224852071005898,0.5880473372781054
Kuwait,0.0,0.0,0.3087573964497041,0.3087573964497041
Kyrgyzstan,0.0,0.5764497041420107,0.8910059171597631,1.4674556213017738
Latvia,0.40781065088757273,0.7875739644970405,0.47834319526626956,1.6737278106508846
Latvia,0.0,-0.011124260355029447,0.0,-0.011124260355029447
Lebanon,0.0,0.06473372781065088,0.07633136094674553,0.14106508875739643
Lithuania,0.5537278106508854,0.9552662721893519,1.5089940828402355,3.017988165680471
Luxembourg,-0.039644970414200564,-0.02852071005917134,0.0,-0.06816568047337324
Macedonia,0.0,0.0,0.0874556213017752,0.0874556213017752
Malaysia,0.0,0.8446153846153805,0.7339644970414181,1.5785798816568004
Mauritius,0.0,0.0,0.09905325443786994,0.09905325443786994
Mexico,0.7426035502958577,1.995029585798818,2.6091124260355016,5.346745562130181
Mexico,0.0,-0.022248520710058894,0.029467455621301777,0.007218934911242592
Mixed team,-0.6268639053254432,-0.3392899408284009,-0.46011834319526557,-1.4262721893491062
Moldova,0.0,0.291360946745562,0.7513609467455602,1.042721893491123
Mongolia,0.19810650887573988,1.0146745562130164,1.4113609467455603,2.6241420118343157
Montenegro,0.0,0.10485207100591687,0.0,0.10485207100591687
Morocco,0.6996449704142016,0.35562130177514817,1.165917159763314,2.2211834319526673
Morocco,0.0,0.029467455621301777,0.0,0.029467455621301777
Mozambique,0.0874556213017752,0.0,0.08165680473372783,0.16911242603550303
Namibia,0.0,0.4314792899408282,0.0,0.4314792899408282
Netherlands,7.624378698224845,7.1305325443786955,7.914082840236688,22.668994082840243
Netherlands Antilles,0.0,0.07005917159763309,0.0,0.07005917159763309
Netherlands,-0.022248520710058894,-0.026153846153845528,0.04781065088757397,-0.0005917159763306756
New Zealand,5.160828402366846,3.9152662721893563,4.304615384615374,13.380710059171605
New Zealand,0.058934911242603555,-0.011124260355029447,0.029467455621301777,0.07727810650887568
Niger,0.0,0.11065088757396424,0.046863905325443767,0.15751479289940828
Nigeria,0.2507692307692304,0.9620118343195294,1.0789349112426052,2.2917159763313606
North Korea,1.4050887573964488,1.5915976331360966,2.273846153846158,5.270532544378696
North Macedonia,0.0,0.11644970414201161,0.0,0.11644970414201161
Norway,2.1874556213017753,1.4863905325443802,1.3182248520710047,4.992071005917161
Norway,0.029467455621301777,0.0,0.0,0.029467455621301777
Pakistan,0.22757396449704137,0.10579881656804735,0.1985798816568045,0.5319526627218929
Pakistan,0.029467455621301777,0.0,0.029467455621301777,0.058934911242603555
Panama,0.09905325443786994,0.12224852071005898,0.024142011834319632,0.2454437869822481
Paraguay,0.0,0.09325443786982257,0.0,0.09325443786982257
Peru,0.012071005917159816,0.21017751479289926,0.12224852071005898,0.3444970414201185
Philippines,0.3609467455621296,0.46047337278106326,0.48461538461538467,1.3060355029585793
Philippines,0.0,0.0,-0.03337278106508901,-0.03337278106508901
Poland,4.612781065088754,5.67763313609467,8.022840236686392,18.313254437869773
Poland,0.08449704142011782,0.15455621301775135,0.27964497041420167,0.5186982248520717
Portugal,0.5537278106508854,0.8687573964497073,0.9291124260355019,2.3515976331360875
Portugal,0.0,0.029467455621301777,0.0,0.029467455621301777
Puerto Rico,0.22710059171597585,0.16911242603550303,0.6358579881656805,1.0320710059171567
Qatar,0.23289940828402322,0.215502958579882,0.5068639053254422,0.9552662721893519
ROC,2.3289940828402322,3.2605917159763322,2.6783431952662653,8.267928994082837
Refugee Olympic Team,0.0,0.0,0.12224852071005898,0.12224852071005898
Romania,6.386508875739651,6.860946745562131,7.541656804733734,20.7891124260355
Romania,0.08840236686390535,0.029467455621301777,0.1768047337278107,0.29467455621301775
Russia,13.89976331360947,11.958816568047297,14.417278106508888,40.275857988165626
Russian Empire,-0.0459171597633139,-0.17207100591715907,-0.12035502958579869,-0.33834319526627255
Saint Lucia,0.12224852071005898,0.12224852071005898,0.0,0.24449704142011797
Samoa,0.0,0.09905325443786994,0.0,0.09905325443786994
San Marino,0.0,0.11644970414201161,0.23289940828402322,0.34934911242603484
Saudi Arabia,0.0,0.20390532544378637,0.1923076923076925,0.39621301775147977
Senegal,0.0,0.07005917159763309,0.0,0.07005917159763309
Serbia,1.0422485207100607,0.8852071005917139,1.33360946745562,3.261065088757391
Serbia and Montenegro,0.0,0.18650887573964514,0.0,0.18650887573964514
Singapore,0.11065088757396424,0.09905325443786994,0.3319526627218927,0.5416568047337265
Singapore,0.0,0.029467455621301777,0.0,0.029467455621301777
Slovakia,0.990532544378695,1.386745562130173,0.9088757396449694,3.2861538461538373
Slovenia,1.083313609467453,1.0195266272189336,1.0663905325443785,3.169230769230765
South Africa,0.9459171597633138,1.970769230769232,1.1372781065088766,4.05396449704142
South Africa,-0.022248520710058894,0.029467455621301777,0.025562130177514852,0.032781065088757444
South Korea,10.234319526627218,8.849940828402367,9.742366863905318,28.826627218934846
Soviet Union,16.97159763313607,13.260000000000005,12.349349112426026,42.58094674556213
Soviet Union,1.2671005917159768,0.8545562130177515,0.9134911242603558,3.035147928994082
Spain,4.704733727810648,6.762603550295864,5.459999999999994,16.927337278106506
Spain,0.0,0.0,0.01834319526627226,0.01834319526627226
Sri Lanka,0.0,0.0874556213017752,0.0,0.0874556213017752
Sudan,0.0,0.09905325443786994,0.0,0.09905325443786994
Suriname,0.07005917159763309,0.0,0.07585798816568046,0.14591715976331399
Sweden,1.5048520710059279,3.967573964497042,1.6640236686390608,7.136449704142024
Sweden,-0.0817751479289921,0.003313609467456402,-0.011715976331361233,-0.0901775147928987
Switzerland,1.2795266272189352,2.43715976331361,2.593254437869822,6.309940828402368
Switzerland,0.0,0.07727810650887568,0.08840236686390535,0.16568047337278102
Syria,0.08165680473372783,0.06426035502958571,0.20970414201183374,0.35562130177514817
Taiwan,0.0,0.0,0.04106508875739642,0.04106508875739642
Tajikistan,0.11065088757396424,0.09905325443786994,0.5706508875739633,0.7803550295857988
Tanzania,0.0,0.11692307692307691,0.0,0.11692307692307691
Thailand,1.1069822485207084,1.1533727810650873,1.8182248520710047,4.0785798816568075
Togo,0.0,0.0,0.09905325443786994,0.09905325443786994
Tonga,0.0,0.08165680473372783,0.0,0.08165680473372783
Trinidad and Tobago,0.2565680473372778,0.33869822485207113,0.7706508875739644,1.3659171597633133
Tunisia,0.5885207100591696,0.32082840236686394,0.7170414201183437,1.6263905325443808
Turkey,1.9644970414201168,1.9669822485207078,3.597278106508867,7.52875739644972
Turkey,0.2062721893491123,0.058934911242603555,0.0,0.26520710059171604
Turkmenistan,0.0,0.11644970414201161,0.0,0.11644970414201161
Uganda,0.5068639053254422,0.3850887573964501,0.23917159763313478,1.1311242603550262
Ukraine,3.6654437869822516,4.182958579881642,7.16082840236686,15.009230769230783
Unified Team,3.413609467455622,2.8826035502958547,2.1998816568047346,8.49609467455619
United Arab Emirates,0.09325443786982257,0.0,0.11065088757396424,0.20390532544378637
United States,41.84331360946743,36.08082840236685,31.922011834319534,109.84615384615392
United States,0.5124260355029548,0.21834319526627155,0.13775147928994613,0.8685207100591583
United Team of Germany,0.4946745562130179,1.0835502958579881,0.8004733727810651,2.378698224852071
United Team of Germany,0.3536094674556214,0.559881656804734,0.3241420118343197,1.2376331360946748
Uruguay,-0.039644970414200564,0.0995266272189348,0.10674556213017761,0.16662721893491117
Uruguay,0.0,0.0,-0.011124260355029447,-0.011124260355029447
Uzbekistan,2.043905325443781,0.8272189349112402,2.4289940828402337,5.300118343195265
Venezuela,0.26236686390532515,0.6817751479289935,0.6068639053254437,1.5510059171597632
Venezuela,0.0,0.0,0.029467455621301777,0.029467455621301777
Vietnam,0.11065088757396424,0.2971597633136085,0.10485207100591687,0.5126627218934896
Virgin Islands,0.0,0.07005917159763309,0.0,0.07005917159763309
West Germany,3.2042603550295823,3.800946745562129,4.5846153846153825,11.589822485207122
Yugoslavia,1.125207100591715,1.1846153846153848,1.3875739644970402,3.69739644970414
Yugoslavia,0.029467455621301777,0.029467455621301777,0.0,0.058934911242603555
Zambia,0.0,0.08165680473372783,0.18650887573964514,0.2681656804733725
Zimbabwe,0.2507692307692304,0.3904142011834315,0.09325443786982257,0.7344378698224858
